title,source,place,published_date,commencement_date,url
"The Consumer Protection (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1819218/
"The Indian Succession (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1529594/
"The Patents (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1449261/
"The Securities And Exchange Board Of India (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/188267/
"The Medical Termination Of Pregnancy (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1834371/
"The Inter-State Water Disputes (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1048477/
"The Constitution (Scheduled Castes) Order (Amendment) Act, 2002",Union of India - Act,"UNION OF INDIA,India",1 January 2002,1 January 2002,https://indiankanoon.org/doc/1849884/
"The Trade Marks Rules, 2002",Union of India - Act,"UNION OF INDIA,India",26 February 2002,26 February 2002,https://indiankanoon.org/doc/197444606/
"The Geographical Indications Of Goods (Registration And Protection) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",8 February 2002,8 February 2002,https://indiankanoon.org/doc/157373164/
"Eligibility Requirement for taking admission in an undergraduate medical course in a Foreign Medical Institution Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",13 February 2002,13 February 2002,https://indiankanoon.org/doc/188545345/
"Screening Test Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",13 February 2002,13 February 2002,https://indiankanoon.org/doc/159747090/
"Removal Of (Licensing Requirements, Stock Limits And Movement Restrictions) On Specified Foodstuffs Order, 2002",Union of India - Act,"UNION OF INDIA,India",15 February 2002,15 February 2002,https://indiankanoon.org/doc/11512246/
"The Prevention Of Terrorism Act, 2002",Union of India - Act,"UNION OF INDIA,India",28 March 2002,28 March 2002,https://indiankanoon.org/doc/1778/
"Central Excise Rules, 2002",Union of India - Act,"UNION OF INDIA,India",1 March 2002,1 March 2002,https://indiankanoon.org/doc/137004225/
"The Petroleum Rules, 2002",Union of India - Act,"UNION OF INDIA,India",13 March 2002,13 March 2002,https://indiankanoon.org/doc/122472650/
"The Insurance Regulatory And Development Authority (Preparation Of Financial Statements And Auditor's Report Of Insurance Companies) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",30 March 2002,30 March 2002,https://indiankanoon.org/doc/35190900/
"The Indian Medical Council (Professional Conduct, Etiquette And Ethics) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",11 March 2002,11 March 2002,https://indiankanoon.org/doc/100527417/
"The Insurance Regulatory And Development Authority (Protection Of Policy-Holders' Interests) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",26 April 2002,26 April 2002,https://indiankanoon.org/doc/26722939/
"The Parel Investments And Trading Private Limited And Domestic Gas Private Limited (Taking Over Of Management) Repeal Act, 2005",Union of India - Act,"UNION OF INDIA,India",11 April 2002,11 April 2002,https://indiankanoon.org/doc/415629/
"The Marble Development And Conservation Rules, 2002",Union of India - Act,"UNION OF INDIA,India",15 May 2002,15 May 2002,https://indiankanoon.org/doc/138736298/
"The Bureau of Indian Standards (Recruitment to Scientific Cadre) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",3 May 2002,3 May 2002,https://indiankanoon.org/doc/27351566/
"The National Housing Bank (Recovery of dues of the Approved Institutions)General Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",8 May 2002,8 May 2002,https://indiankanoon.org/doc/111842385/
"Central Motor Vehicles (Regulation of Bus Service Between Agartala And Dhaka) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",28 May 2002,28 May 2002,https://indiankanoon.org/doc/186487334/
"The Housing Finance Institutions (Procedure For Recovery Of Dues) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",8 May 2002,8 May 2002,https://indiankanoon.org/doc/37260527/
"The Housing Finance Institutions Debt Recovery Appellate Tribunal (Procedure)Rules, 2002",Union of India - Act,"UNION OF INDIA,India",8 May 2002,8 May 2002,https://indiankanoon.org/doc/35629955/
"The Housing Finance Institute Recovery Officers' (Qualifications and Conditions of Service) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",7 May 2002,7 May 2002,https://indiankanoon.org/doc/159155538/
"The Housing Finance Institutions Debt Recovery Appellate Tribunal (Procedure for Appointment as Presiding Officer of the Appellate Tribunal) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",7 May 2002,7 May 2002,https://indiankanoon.org/doc/111914657/
"The Housing Finance Institutions Debt Recovery Appellate Tribunal (Salaries, Allowances and other Terms and Conditions of Service of the Presiding Officer) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",7 May 2002,7 May 2002,https://indiankanoon.org/doc/69656730/
"The Housing Finance Institutions Debt Recovery Appellate Tribunal (Salaries, Allowances and other Conditions of Service of the Officers and Employees) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",7 May 2002,7 May 2002,https://indiankanoon.org/doc/106278363/
"The Delimitation Act, 2002",Union of India - Act,"UNION OF INDIA,India",3 June 2002,3 June 2002,https://indiankanoon.org/doc/355944/
"The Haj Committee Act, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 35 on 11 June 2002,11 June 2002,https://indiankanoon.org/doc/1275048/
"The Foreign Aircraft (Exemption From Taxes And Duties On Fuel And Lubricants) Act, 2000",Union of India - Act,"UNION OF INDIA,India",11 June 2002,11 June 2002,https://indiankanoon.org/doc/1370000/
"The Customs Tariff (Transitional Product Specific Safeguard Duty) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",11 June 2002,11 June 2002,https://indiankanoon.org/doc/96578150/
"Banking Ombudsman Scheme, 2002",Union of India - Act,"UNION OF INDIA,India",14 June 2002,14 June 2002,https://indiankanoon.org/doc/190333896/
"The TRAI (Levy of Fees and Other Charges for Tariff Plans) Regulation, 2002",Union of India - Act,"UNION OF INDIA,India",13 June 2002,13 June 2002,https://indiankanoon.org/doc/53332361/
"The Multi-State Co-Operative Societies Act, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 39 on 3 July 2002,3 July 2002,https://indiankanoon.org/doc/1123621/
Extradition Treaty between the Government of the Republic of India and the Republic of Uzbekistan,Union of India - Act,"UNION OF INDIA,India",15 July 2002,15 July 2002,https://indiankanoon.org/doc/169927896/
Schedule Conditions for the Importation of Equines into India,Union of India - Act,"UNION OF INDIA,India",24 July 2002,24 July 2002,https://indiankanoon.org/doc/84798967/
"The Service Tax Credit Rules, 2002",Union of India - Act,"UNION OF INDIA,India",1 August 2002,1 August 2002,https://indiankanoon.org/doc/111343561/
"Central Excise (Advance Rulings) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",23 August 2002,23 August 2002,https://indiankanoon.org/doc/90179313/
"Customs (Advance Rulings) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",23 August 2002,23 August 2002,https://indiankanoon.org/doc/104401851/
"The Security Interest (Enforcement) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",20 September 2002,20 September 2002,https://indiankanoon.org/doc/198257891/
The Johannesburg Declaration On Sustainable Development,Union of India - Act,"UNION OF INDIA,India",4 September 2002,4 September 2002,https://indiankanoon.org/doc/94789445/
"The Information Technology (Removal Of Difficulties) Order, 2002",Union of India - Act,"UNION OF INDIA,India",19 September 2002,19 September 2002,https://indiankanoon.org/doc/72495414/
"The Insurance Regulatory And Development Authority (Insurance Brokers) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",16 October 2002,16 October 2002,https://indiankanoon.org/doc/167303400/
"The Cost Accounting Records (Petroleum Industry) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",8 October 2002,8 October 2002,https://indiankanoon.org/doc/35609311/
"The Cost Accounting Records (Plantation Products) Rules, 2002",Union of India - Act,"UNION OF INDIA,India",8 October 2002,8 October 2002,https://indiankanoon.org/doc/19767566/
"The Insurance Regulatory And Development Authority (Licensing Of Corporate Agents) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",16 October 2002,16 October 2002,https://indiankanoon.org/doc/21746553/
"The Insurance Regulatory And Development Authority (Obligations Of Insurers To Rural Or Social Sectors) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",16 October 2002,16 October 2002,https://indiankanoon.org/doc/149332836/
"The Foreign Exchange Management (Offshore Banking Unit) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",19 October 2002,19 October 2002,https://indiankanoon.org/doc/97829205/
"The Insurance Regulatory And Development Authority (Manner Of Receipt Of Premium) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",16 October 2002,16 October 2002,https://indiankanoon.org/doc/162272611/
"The Securitisation And Reconstruction Of Financial Assets And Enforcement Of Security Interest Act, 2002",Union of India - Act,"UNION OF INDIA,India",17 December 2002,17 December 2002,https://indiankanoon.org/doc/52229129/
"The Unit Trust Of India (Transfer Of Undertaking And Repeal) Act, 2002",Union of India - Act,"UNION OF INDIA,India",17 December 2002,17 December 2002,https://indiankanoon.org/doc/1785689/
"The Suppression Of Unlawful Acts Against Safety Of Maritime Navigation And Fixed Platforms On Continental Shelf Act, 2002",Union of India - Act,"UNION OF INDIA,India",20 December 2002,20 December 2002,https://indiankanoon.org/doc/1726334/
"The Indian Evidence (Amendment) Act, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India : Extraordinary on 31 December 2002,31 December 2002,https://indiankanoon.org/doc/97271666/
"The Multi-State Co-Operative Societies Rules, 2002",Union of India - Act,"UNION OF INDIA,India",2 December 2002,2 December 2002,https://indiankanoon.org/doc/183457438/
"The Insurance Regulatory And Development Authority (Distribution Of Surplus) Regulations, 2002",Union of India - Act,"UNION OF INDIA,India",13 December 2002,13 December 2002,https://indiankanoon.org/doc/116555341/
"The Imperial Library (Indentures Validation) Repeal Act, 2002",Union of India - Act,"UNION OF INDIA,India",9 December 2002,9 December 2002,https://indiankanoon.org/doc/1233735/
"The Refugee Relief Taxes (Abolition) Repeal Act, 2002",Union of India - Act,"UNION OF INDIA,India",24 December 2002,24 December 2002,https://indiankanoon.org/doc/980100/
"The Mysore State Legislature (Delegation Of Powers) Repeal Act, 2002",Union of India - Act,"UNION OF INDIA,India",17 December 2002,17 December 2002,https://indiankanoon.org/doc/1983865/
"The Countess Of Dufferin's Fund (Repeal) Act, 2002 Act",Union of India - Act,"UNION OF INDIA,India",18 December 2002,18 December 2002,https://indiankanoon.org/doc/457018/
"The Electricity Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 36 on 26 May 2003,26 May 2003,https://indiankanoon.org/doc/177537342/
"The Competition Act, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 12 on 13 January 2003,13 January 2003,https://indiankanoon.org/doc/1113485/
"The Electricity (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/2077/
"Control of National Highways Land and Traffic) Act, 2002",Union of India - Act,"UNION OF INDIA,India",14 January 2003,14 January 2003,https://indiankanoon.org/doc/151348/
"The Central Vigilance Commission Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 45 on 11 September 2003,11 September 2003,https://indiankanoon.org/doc/1166317/
"The Freedom Of Information Act, 2002",Union of India - Act,"UNION OF INDIA,India",6 January 2003,6 January 2003,https://indiankanoon.org/doc/411331/
"National Charter For Children, 2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/24598525/
"The Railways (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/436515/
"The Transfer Of Property (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/170080/
"Patent Rules, 2003",Union of India - Act,"UNION OF INDIA,India",2 May 2003,2 May 2003,https://indiankanoon.org/doc/59244867/
"The Competition Act, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 12 on 13 January 2003,13 January 2003,https://indiankanoon.org/doc/1113485/
"The Electricity (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/2077/
"Control of National Highways Land and Traffic) Act, 2002",Union of India - Act,"UNION OF INDIA,India",14 January 2003,14 January 2003,https://indiankanoon.org/doc/151348/
"The Freedom Of Information Act, 2002",Union of India - Act,"UNION OF INDIA,India",6 January 2003,6 January 2003,https://indiankanoon.org/doc/411331/
"National Charter For Children, 2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/24598525/
"The Railways (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/436515/
"The Transfer Of Property (Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/170080/
"The Companies (Second Amendment) Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/402812/
"The Wild Life (Protection) Amendment Act,   2002",Union of India - Act,"UNION OF INDIA,India",1 January 2003,1 January 2003,https://indiankanoon.org/doc/897686/
"THE PRE-NATAL DIAGNOSTIC TECHNIQUES (REGULATION AND PREVENTION OF MISUSE) AMENDMENT ACT, 2002",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 17 January 2003,Not commenced,https://indiankanoon.org/doc/19033/
"The Electrical Wires, Cables, Appliances And Protection Devices And Accessories (Quality Control) Order, 2003",Union of India - Act,"UNION OF INDIA,India",17 February 2003,17 February 2003,https://indiankanoon.org/doc/71444681/
"The Cement (Quality Control) Order, 2003",Union of India - Act,"UNION OF INDIA,India",17 February 2003,17 February 2003,https://indiankanoon.org/doc/115716530/
"The Director's Relatives (Office or Place of Profit) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",5 February 2003,5 February 2003,https://indiankanoon.org/doc/92855626/
"The Central Motor Vehicles (Accreditation of Bus Body Builders) Order, 2007",Union of India - Act,"UNION OF INDIA,India",23 March 2003,23 March 2003,https://indiankanoon.org/doc/31464681/
"The Aircraft (Carriage Of Dangerous Goods) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",7 March 2003,7 March 2003,https://indiankanoon.org/doc/144038576/
"Authority for Advance Rulings (Procedure) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",21 March 2003,21 March 2003,https://indiankanoon.org/doc/85596543/
"The Information Technology (Qualification And Experience Of Adjudicating Officers And Manner Of Holding Enquiry) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",17 March 2003,17 March 2003,https://indiankanoon.org/doc/123156612/
"The Cyber Regulations Appellate Tribunal (Salary, Allowances And Other Terms And Conditions Of Service Of Presiding Officer) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",17 March 2003,17 March 2003,https://indiankanoon.org/doc/175084888/
"The Airports Authority Of India (Contract) Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",31 March 2003,31 March 2003,https://indiankanoon.org/doc/84025620/
"The Banking Service Commission (Repeal) Act, 2003",Union of India - Act,"UNION OF INDIA,India",30 April 2003,30 April 2003,https://indiankanoon.org/doc/1092529/
"The Disposal of Records (in the Offices of the Registrars of Companies) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",9 April 2003,9 April 2003,https://indiankanoon.org/doc/85867158/
"The Declaration Of Wild Life Stock Rules, 2003",Union of India - Act,"UNION OF INDIA,India",18 April 2003,18 April 2003,https://indiankanoon.org/doc/163074103/
"The Competition Commission Of India (Selection Of Chairperson And Other Members Of The Commission) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",4 April 2003,4 April 2003,https://indiankanoon.org/doc/88280322/
"The Electricity Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 36 on 26 May 2003,26 May 2003,https://indiankanoon.org/doc/177537342/
"Patent Rules, 2003",Union of India - Act,"UNION OF INDIA,India",2 May 2003,2 May 2003,https://indiankanoon.org/doc/59244867/
"The Patent Rules, 2003",Union of India - Act,"UNION OF INDIA,India",2 May 2003,2 May 2003,https://indiankanoon.org/doc/124352296/
"The Khadi And Village Industries Commission Employees (Classification, Control And Appeal) Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",26 May 2003,26 May 2003,https://indiankanoon.org/doc/194403675/
"Khadi And Village Industries Commission Employees (Conduct) Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",26 May 2003,26 May 2003,https://indiankanoon.org/doc/108556761/
"AICTE Regulations For Entry And  Operation Of Foreign Universities In India Imparting Technical Education, 2003",Union of India - Act,"UNION OF INDIA,India",6 May 2003,6 May 2003,https://indiankanoon.org/doc/106322854/
"The Customs Tariff (Determination of Origin of Goods under the Preferential Trade Agreement between the Transitional Islamic State of Afghanistan and Republic of India) Rules, 2003.",Union of India - Act,"UNION OF INDIA,India",13 May 2003,13 May 2003,https://indiankanoon.org/doc/121583859/
"The Coinage (Standard Weight and Remedy of Commemorative Coins) of the Hundred Rupees (Containing Silver 50%, Copper 40%, Nickel 5% and Zinc 5%), Ten Rupees (containing Copper 75% and Nickel 25%) and One Rupee Ferritic Stainless Steel (containing Iron 82% and Chromium 18%) coined in honour of ""Maharana Pratap"" Rules, 2003",Union of India - Act,"UNION OF INDIA,India",23 May 2003,23 May 2003,https://indiankanoon.org/doc/44410114/
"The Medical Termination Of Pregnancy Rules, 2003",Union of India - Act,"UNION OF INDIA,India",13 June 2003,13 June 2003,https://indiankanoon.org/doc/33272268/
"Airports Authority of India (Management of Airports) Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",30 June 2003,30 June 2003,https://indiankanoon.org/doc/40555511/
"The National Highways Authority of India (the term of office and other conditions of Service of Members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",23 June 2003,23 June 2003,https://indiankanoon.org/doc/125059054/
"The Companies (Auditor's Report) Order, 2003",Union of India - Act,"UNION OF INDIA,India",12 June 2003,12 June 2003,https://indiankanoon.org/doc/84233357/
"The Medical Termination Of Pregnancy Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",13 June 2003,13 June 2003,https://indiankanoon.org/doc/8267811/
"The State Financial Corporations (Appeal To The Central Government) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",17 June 2003,17 June 2003,https://indiankanoon.org/doc/118476651/
"The Special Economic Zones Rules, 2003",Union of India - Act,"UNION OF INDIA,India",22 July 2003,22 July 2003,https://indiankanoon.org/doc/188236211/
"The Special Economic Zones (Customs Procedures) Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",22 July 2003,22 July 2003,https://indiankanoon.org/doc/85292720/
"The Coal Mines Provident fund (Employees' Recruitment) Amendment Rules, 2003",Union of India - Act,"UNION OF INDIA,India",18 July 2003,18 July 2003,https://indiankanoon.org/doc/61841763/
Blocking Of Websites,Union of India - Act,"UNION OF INDIA,India",7 July 2003,7 July 2003,https://indiankanoon.org/doc/29550139/
"The Service Tax (Advance Rulings) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",23 July 2003,23 July 2003,https://indiankanoon.org/doc/81321775/
"The Small Industries Development Bank of India (Appeal to the Central Government) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",17 July 2003,17 July 2003,https://indiankanoon.org/doc/118339232/
Obligation Of Every Cable Operator To Transmit Programmes Of Pay Channels,Union of India - Act,"UNION OF INDIA,India",10 July 2003,10 July 2003,https://indiankanoon.org/doc/78879267/
"The Fiscal Responsibility And Budget Management Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 39 on 26 August 2003,26 August 2003,https://indiankanoon.org/doc/181047733/
"The Railway Passengers (Manner Of Investigation Of Untoward Incidents) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",8 August 2003,8 August 2003,https://indiankanoon.org/doc/120500767/
"Electronic Filing Of Returns Of Tax Deducted At Source Scheme, 2003",Union of India - Act,"UNION OF INDIA,India",26 August 2003,26 August 2003,https://indiankanoon.org/doc/131048087/
"The Coinage (Standard Weight and Remedy of Commemorative Coins) of the One Hundred Rupees (Containing Silver 50%, Copper 40%, Nickle 5% and Zinc 5%), Ten Rupees (containing Copper 75% and Nickle 25%) and One Rupee Ferritic Stainless Steel (containing Iron 82% and Chromium 18%) coined in honour of ""Veer Durgadass"" Rules, 2003",Union of India - Act,"UNION OF INDIA,India",11 August 2003,11 August 2003,https://indiankanoon.org/doc/106633839/
"The Coinage (Standard Weight and Remedy of Commemorative Coins) of the One Hundred Rupees (Containing Silver 50%, Copper 40%, Nickel 5% and Zinc 5%) and Two Rupees (containing Copper 75% and Nickel 25%) coined on ""150 Years of Railways in India"" Rules, 2003",Union of India - Act,"UNION OF INDIA,India",11 August 2003,11 August 2003,https://indiankanoon.org/doc/47059361/
"The Producer Companies (General Reserves) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",7 August 2003,7 August 2003,https://indiankanoon.org/doc/53038132/
"The Central Vigilance Commission Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 45 on 11 September 2003,11 September 2003,https://indiankanoon.org/doc/1166317/
"The Repatriation Of Prisoners Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 49 on 28 September 2003,28 September 2003,https://indiankanoon.org/doc/859184/
"Protection of Plant Varieties and Farmers' Rights Rules, 2003",Union of India - Act,"UNION OF INDIA,India",12 September 2003,12 September 2003,https://indiankanoon.org/doc/24682040/
"The National Board For Wild Life Rules, 2003",Union of India - Act,"UNION OF INDIA,India",22 September 2003,22 September 2003,https://indiankanoon.org/doc/190175264/
"The Bureau Of Energy Efficiency Appointment And Terms And Conditions Of Service Of The Director--General Rules, 2003",Union of India - Act,"UNION OF INDIA,India",2 September 2003,2 September 2003,https://indiankanoon.org/doc/135103462/
"The Intellectual Property Appellate Board (Salaries and Allowances Payable to, and other Terms and Conditions of Service of Chairman, Vice-Chairman and Members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",15 September 2003,15 September 2003,https://indiankanoon.org/doc/113724653/
"The Competition Commission Of India (Oath Of Office And Of Secrecy For Chairperson And Other Members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",23 September 2003,23 September 2003,https://indiankanoon.org/doc/24013816/
"The Coinage (Standard Weight and Remedy of Commemorative Coins) of Rupees Five (containing Copper 75% and Nickel 25%) coined in the memory of ""Dadabhai Naoroji"", Rules, 2003",Union of India - Act,"UNION OF INDIA,India",5 September 2003,5 September 2003,https://indiankanoon.org/doc/140867724/
"The Foreign Exchange Management [Withdrawal Of General Permission To Overseas Corporate Bodies (Ocbs)] Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",3 October 2003,3 October 2003,https://indiankanoon.org/doc/146034861/
"The Companies (Disqualification of Directors under section 274(1)(g) of the Companies Act, 1956) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",21 October 2003,21 October 2003,https://indiankanoon.org/doc/72688866/
"The Competition Commission of India (Salary, Allowances and other terms and Conditions of Service of Chairperson and other members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",6 October 2003,6 October 2003,https://indiankanoon.org/doc/66554883/
"The National Biodiversity Authority (Salary, Allowances and Conditions of Service of Chairperson and other Members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",1 October 2003,1 October 2003,https://indiankanoon.org/doc/9100252/
"The National Highways Tribunal (Procedure) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",12 November 2003,12 November 2003,https://indiankanoon.org/doc/165587582/
Extradition Treaty Between The Republic of India and The Kingdom of Spain,Union of India - Act,"UNION OF INDIA,India",18 November 2003,18 November 2003,https://indiankanoon.org/doc/92209695/
"The National Highways Tribunal (Procedure for Investigation of Misbehaviour or Incapacity of Presiding Officer) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",12 November 2003,12 November 2003,https://indiankanoon.org/doc/117541621/
"The Pravasi Bharatiya Bima Yojana, 2003",Union of India - Act,"UNION OF INDIA,India",13 November 2003,13 November 2003,https://indiankanoon.org/doc/190444430/
"The Information Technology (Other Powers Of Civil Court Vested In Cyber Appellate Tribunal) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",21 November 2003,21 November 2003,https://indiankanoon.org/doc/35604087/
"The Information Technology (Other Standards) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",21 November 2003,21 November 2003,https://indiankanoon.org/doc/191927407/
"The Industrial Development Bank (Transfer of Undertaking and Repeal) Act, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 53 on 30 December 2003,30 December 2003,https://indiankanoon.org/doc/984780/
"The Intellectual Property Appellate Board (Procedure) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",5 December 2003,5 December 2003,https://indiankanoon.org/doc/111568186/
"Citizenship (Registration of Citizens and Issue of National Identity Cards) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",10 December 2003,10 December 2003,https://indiankanoon.org/doc/3107867/
"The Trade Marks (Applications And Appeals To The Intellectual Property Appellate Board) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",5 December 2003,5 December 2003,https://indiankanoon.org/doc/84763181/
"The Unlisted Companies (Issue Of Sweat Equity Shares) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",4 December 2003,4 December 2003,https://indiankanoon.org/doc/120398802/
"Unlisted Public Companies (Preferential Allotment) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",4 December 2003,4 December 2003,https://indiankanoon.org/doc/14596706/
"University Grants Commission (Admission To Specified Professional Programmes) Interim Regulations, 2003",Union of India - Act,"UNION OF INDIA,India",26 December 2003,26 December 2003,https://indiankanoon.org/doc/138450083/
"The Authority for Advance Rulings for Customs and Central Excise (Salaries, allowances and terms and conditions of service of Chairperson and Members) Rules, 2003",Union of India - Act,"UNION OF INDIA,India",16 December 2003,16 December 2003,https://indiankanoon.org/doc/74070722/
"The Biological Diversity Rules, 2004",Union of India - Act,"UNION OF INDIA,India",15 April 2004,15 April 2004,https://indiankanoon.org/doc/195648772/
"The Citizenship (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2004,1 January 2004,https://indiankanoon.org/doc/949775/
"The National Commission For Minority Educational Institutions Act, 2004",Union of India - Act,"UNION OF INDIA,India",11 November 2004,11 November 2004,https://indiankanoon.org/doc/1361927/
"The Sick Industrial Companies (Special Provisions) Repeal Act, 2003",Union of India - Act,"UNION OF INDIA,India",1 January 2004,1 January 2004,https://indiankanoon.org/doc/1644588/
"THE FOREIGNERS (AMENDMENT) ACT, 2004",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 20 February 2004,Not commenced,https://indiankanoon.org/doc/1667568/
"The Parliament (Prevention Of Disqualification) Act, 1959",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 10 on 4 April 1959,19 February 2004,https://indiankanoon.org/doc/379510/
"The Prevention of Terrorism (Repeal) Act, 2004",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 26 on 21 December 2004,21 December 2004,https://indiankanoon.org/doc/1229894/
"THE REPRESENTATION OF THE PEOPLE (SECOND AMENDMENT) ACT, 2003",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 1 January 2004,Not commenced,https://indiankanoon.org/doc/252874/
"The Prevention Of Terrorism (Amendment) Act,   2003",Union of India - Act,"UNION OF INDIA,India",1 January 2004,1 January 2004,https://indiankanoon.org/doc/503019/
"The Uttar Pradesh Reorganisation (Amendment) Act, 2003",Union of India - Act,"UNION OF INDIA,India",1 January 2004,1 January 2004,https://indiankanoon.org/doc/92557642/
